function,dim,F,CR,mode,best_fitness,iteration
function 13,30,0.5,0.5,normal,518133660.25940365,1
function 13,30,0.5,0.5,PSR,7165202.548118375,1
function 13,30,0.5,0.5,MSR,2204851.546552471,1
function 13,30,0.5,0.6,normal,390315456.7898564,1
function 13,30,0.5,0.6,PSR,115831635.19022654,1
function 13,30,0.5,0.6,MSR,85572169.54311992,1
function 13,30,0.5,0.7,normal,386702716.7834767,1
function 13,30,0.5,0.7,PSR,755792.0813703025,1
function 13,30,0.5,0.7,MSR,1897377.2259501193,1
function 13,30,0.5,0.8,normal,247987669.60196745,1
function 13,30,0.5,0.8,PSR,797724.1635626076,1
function 13,30,0.5,0.8,MSR,2194415.94520803,1
function 13,30,0.5,0.9,normal,24499089.485049687,1
function 13,30,0.5,0.9,PSR,161663849.541841,1
function 13,30,0.5,0.9,MSR,146670134.14037368,1
function 13,30,0.5,1.0,normal,2534946.2446863484,1
function 13,30,0.5,1.0,PSR,11638988927.17756,1
function 13,30,0.5,1.0,MSR,30863101741.0691,1
function 13,30,0.6,0.0,normal,36512826111.92657,1
function 13,30,0.6,0.0,PSR,104050782033.96529,1
function 13,30,0.6,0.0,MSR,182417788886.0187,1
function 13,30,0.6,0.1,normal,3943993396.4579725,1
function 13,30,0.6,0.1,PSR,1744046562.9322183,1
function 13,30,0.6,0.1,MSR,926925287.1349539,1
function 13,30,0.6,0.2,normal,2339346147.278556,1
function 13,30,0.6,0.2,PSR,345883659.10315627,1
function 13,30,0.6,0.2,MSR,273279677.48381764,1
function 13,30,0.6,0.3,normal,1481550444.5866418,1
function 13,30,0.6,0.3,PSR,290919942.33487403,1
function 13,30,0.6,0.3,MSR,422332870.1989716,1
function 13,30,0.6,0.4,normal,1107983582.8786426,1
function 13,30,0.6,0.4,PSR,24122432.973600447,1
function 13,30,0.6,0.4,MSR,51664996.717063226,1
function 13,30,0.6,0.5,normal,2174960330.2741756,1
function 13,30,0.6,0.5,PSR,8583716.210971382,1
function 13,30,0.6,0.5,MSR,20794001.928730935,1
function 13,30,0.6,0.6,normal,1172328885.2211518,1
function 13,30,0.6,0.6,PSR,915616.1927518497,1
function 13,30,0.6,0.6,MSR,536316.8830812917,1
function 13,30,0.6,0.7,normal,1947086034.3340328,1
function 13,30,0.6,0.7,PSR,408126.71648303216,1
function 13,30,0.6,0.7,MSR,757330.8129948722,1
function 13,30,0.6,0.8,normal,554223494.4559387,1
function 13,30,0.6,0.8,PSR,142966.54565013023,1
function 13,30,0.6,0.8,MSR,184583.7874155407,1
function 13,30,0.6,0.9,normal,449786654.5955011,1
function 13,30,0.6,0.9,PSR,19708280.94528681,1
function 13,30,0.6,0.9,MSR,36063487.356358945,1
function 13,30,0.6,1.0,normal,14585266.328105593,1
function 13,30,0.6,1.0,PSR,12506548317.247648,1
function 13,30,0.6,1.0,MSR,9061735096.553537,1
function 13,30,0.7,0.0,normal,176015640771.61276,1
function 13,30,0.7,0.0,PSR,83876510178.61635,1
function 13,30,0.7,0.0,MSR,105885075209.56337,1
function 13,30,0.7,0.1,normal,6422023084.827473,1
function 13,30,0.7,0.1,PSR,2098443868.5659316,1
function 13,30,0.7,0.1,MSR,1368266682.8505142,1
function 13,30,0.7,0.2,normal,3978028591.627741,1
function 13,30,0.7,0.2,PSR,569487668.9329779,1
function 13,30,0.7,0.2,MSR,650499510.1377919,1
function 13,30,0.7,0.3,normal,781509374.4789596,1
function 13,30,0.7,0.3,PSR,142408641.00867188,1
function 13,30,0.7,0.3,MSR,101425485.22754098,1
function 13,30,0.7,0.4,normal,1193588445.9540439,1
function 13,30,0.7,0.4,PSR,4916645.272935468,1
function 13,30,0.7,0.4,MSR,320230148.6907321,1
function 13,30,0.7,0.5,normal,2648314182.270704,1
function 13,30,0.7,0.5,PSR,30838653.368171874,1
function 13,30,0.7,0.5,MSR,4594802.933746852,1
function 13,30,0.7,0.6,normal,3649909147.408408,1
function 13,30,0.7,0.6,PSR,2861816.1603274993,1
function 13,30,0.7,0.6,MSR,928805.915486837,1
function 13,30,0.7,0.7,normal,1490808175.752273,1
function 13,30,0.7,0.7,PSR,210222.82418414552,1
function 13,30,0.7,0.7,MSR,90772.9010647693,1
function 13,30,0.7,0.8,normal,948181084.244546,1
function 13,30,0.7,0.8,PSR,355150.04013784294,1
function 13,30,0.7,0.8,MSR,548963.200863618,1
function 13,30,0.7,0.9,normal,1691720506.9433305,1
function 13,30,0.7,0.9,PSR,24627897.087546255,1
function 13,30,0.7,0.9,MSR,824951.3979511604,1
function 13,30,0.7,1.0,normal,118507128.24011442,1
function 13,30,0.7,1.0,PSR,5791989106.545123,1
function 13,30,0.7,1.0,MSR,15752602446.964066,1
function 13,30,0.8,0.0,normal,200615515543.02902,1
function 13,30,0.8,0.0,PSR,223718028814.39328,1
function 13,30,0.8,0.0,MSR,237654923594.38843,1
function 13,30,0.8,0.1,normal,5288743835.174237,1
function 13,30,0.8,0.1,PSR,1568421626.398043,1
function 13,30,0.8,0.1,MSR,1478011644.584339,1
function 13,30,0.8,0.2,normal,4660099295.50289,1
function 13,30,0.8,0.2,PSR,703729169.1345091,1
function 13,30,0.8,0.2,MSR,560349382.941937,1
function 13,30,0.8,0.3,normal,2349131489.1657095,1
function 13,30,0.8,0.3,PSR,28915275.297553223,1
function 13,30,0.8,0.3,MSR,188208029.5183438,1
function 13,30,0.8,0.4,normal,3103035700.829005,1
function 13,30,0.8,0.4,PSR,320889868.25505006,1
function 13,30,0.8,0.4,MSR,65633573.15648419,1
function 13,30,0.8,0.5,normal,2658941952.8385415,1
function 13,30,0.8,0.5,PSR,10431765.14308009,1
function 13,30,0.8,0.5,MSR,312503.6787561986,1
function 13,30,0.8,0.6,normal,3339066233.637773,1
function 13,30,0.8,0.6,PSR,6319118.117425892,1
function 13,30,0.8,0.6,MSR,22476592.343788225,1
function 13,30,0.8,0.7,normal,5019324214.395517,1
function 13,30,0.8,0.7,PSR,145183.63622076428,1
function 13,30,0.8,0.7,MSR,11941733.222115856,1
function 13,30,0.8,0.8,normal,2837437978.0181828,1
function 13,30,0.8,0.8,PSR,3279872.5495809764,1
function 13,30,0.8,0.8,MSR,10124291.321225518,1
function 13,30,0.8,0.9,normal,1795005455.3076656,1
function 13,30,0.8,0.9,PSR,104653.97901150328,1
function 13,30,0.8,0.9,MSR,16690482.581874827,1
function 13,30,0.8,1.0,normal,1359157502.4674833,1
function 13,30,0.8,1.0,PSR,3465900023.3601236,1
function 13,30,0.8,1.0,MSR,3843401895.413786,1
function 13,30,0.9,0.0,normal,240791590549.72205,1
function 13,30,0.9,0.0,PSR,191714478394.09726,1
function 13,30,0.9,0.0,MSR,74235760490.66408,1
function 13,30,0.9,0.1,normal,16049097157.318602,1
function 13,30,0.9,0.1,PSR,1677978595.8531985,1
function 13,30,0.9,0.1,MSR,1488710358.378322,1
function 13,30,0.9,0.2,normal,3361598248.7129083,1
function 13,30,0.9,0.2,PSR,326444239.84252745,1
function 13,30,0.9,0.2,MSR,556919323.1790391,1
function 13,30,0.9,0.3,normal,2551119950.9189625,1
function 13,30,0.9,0.3,PSR,61870714.47701714,1
function 13,30,0.9,0.3,MSR,198583313.86018476,1
function 13,30,0.9,0.4,normal,5222772256.677905,1
function 13,30,0.9,0.4,PSR,3729256.582300006,1
function 13,30,0.9,0.4,MSR,313877401.1315408,1
function 13,30,0.9,0.5,normal,4832930413.435304,1
function 13,30,0.9,0.5,PSR,830512.0282943926,1
function 13,30,0.9,0.5,MSR,33974110.525769226,1
function 13,30,0.9,0.6,normal,4887634421.9827175,1
function 13,30,0.9,0.6,PSR,26595408.420593783,1
function 13,30,0.9,0.6,MSR,14614032.502523674,1
function 13,30,0.9,0.7,normal,8066435278.496396,1
function 13,30,0.9,0.7,PSR,1877123.9344996377,1
function 13,30,0.9,0.7,MSR,317408.1872350785,1
function 13,30,0.9,0.8,normal,8063226374.924848,1
function 13,30,0.9,0.8,PSR,1510820.5458757887,1
function 13,30,0.9,0.8,MSR,6654091.918327577,1
function 13,30,0.9,0.9,normal,5687880464.279397,1
function 13,30,0.9,0.9,PSR,311533.05856811977,1
function 13,30,0.9,0.9,MSR,33759.26445163449,1
function 13,30,0.9,1.0,normal,1803778721.175648,1
function 13,30,0.9,1.0,PSR,11958597417.68938,1
function 13,30,0.9,1.0,MSR,2545817938.6362095,1
function 13,30,1.0,0.0,normal,39775557772.29573,1
function 13,30,1.0,0.0,PSR,229764996422.6542,1
function 13,30,1.0,0.0,MSR,176975615523.32178,1
function 13,30,1.0,0.1,normal,13062812919.238852,1
function 13,30,1.0,0.1,PSR,776317247.690114,1
function 13,30,1.0,0.1,MSR,2309323835.0708823,1
function 13,30,1.0,0.2,normal,3416733081.426158,1
function 13,30,1.0,0.2,PSR,551228145.5593225,1
function 13,30,1.0,0.2,MSR,851656313.3861535,1
function 13,30,1.0,0.3,normal,8457698954.69059,1
function 13,30,1.0,0.3,PSR,42421122.39734306,1
function 13,30,1.0,0.3,MSR,460057624.210726,1
function 13,30,1.0,0.4,normal,7929269897.340456,1
function 13,30,1.0,0.4,PSR,17859002.460992027,1
function 13,30,1.0,0.4,MSR,371726062.7648617,1
function 13,30,1.0,0.5,normal,6905730020.838552,1
function 13,30,1.0,0.5,PSR,67290360.69476771,1
function 13,30,1.0,0.5,MSR,13258901.987676315,1
function 13,30,1.0,0.6,normal,7078772800.502811,1
function 13,30,1.0,0.6,PSR,397280.10931503406,1
function 13,30,1.0,0.6,MSR,2346740.0263763224,1
function 13,30,1.0,0.7,normal,10132443284.955465,1
function 13,30,1.0,0.7,PSR,2213066.988424044,1
function 13,30,1.0,0.7,MSR,91648.61027213401,1
function 13,30,1.0,0.8,normal,9527561590.62415,1
function 13,30,1.0,0.8,PSR,310695.47486759303,1
function 13,30,1.0,0.8,MSR,3009058.3337268108,1
function 13,30,1.0,0.9,normal,8470871907.612547,1
function 13,30,1.0,0.9,PSR,1842341.0973801007,1
function 13,30,1.0,0.9,MSR,10486307.53126338,1
function 13,30,1.0,1.0,normal,2498552515.9690404,1
function 13,30,1.0,1.0,PSR,1647309932.311439,1
function 13,30,1.0,1.0,MSR,6210707748.451304,1
function 14,10,0.0,0.0,normal,19443.42800901138,1
function 14,10,0.0,0.0,PSR,100590.88822531438,1
function 14,10,0.0,0.0,MSR,460976.6429322257,1
function 14,10,0.0,0.1,normal,12631.804825363499,1
function 14,10,0.0,0.1,PSR,1894.1495587854156,1
function 14,10,0.0,0.1,MSR,1654.977252697423,1
function 14,10,0.0,0.2,normal,38263.35797568946,1
function 14,10,0.0,0.2,PSR,1483.6611541969528,1
function 14,10,0.0,0.2,MSR,3285.5590842509223,1
function 14,10,0.0,0.3,normal,18259.135069143573,1
function 14,10,0.0,0.3,PSR,1482.3130095753327,1
function 14,10,0.0,0.3,MSR,1476.037151880036,1
function 14,10,0.0,0.4,normal,3764.4334596303447,1
function 14,10,0.0,0.4,PSR,1447.6258292427676,1
function 14,10,0.0,0.4,MSR,1434.4046812442418,1
function 14,10,0.0,0.5,normal,9809.70875999238,1
function 14,10,0.0,0.5,PSR,1439.071785072154,1
function 14,10,0.0,0.5,MSR,1429.0377107118907,1
function 14,10,0.0,0.6,normal,80008.7181171956,1
function 14,10,0.0,0.6,PSR,1431.3662780963602,1
function 14,10,0.0,0.6,MSR,1429.9540154655476,1
function 14,10,0.0,0.7,normal,8884.63556491752,1
function 14,10,0.0,0.7,PSR,1430.5394113497332,1
function 14,10,0.0,0.7,MSR,1424.829822137211,1
function 14,10,0.0,0.8,normal,288906.3141151652,1
function 14,10,0.0,0.8,PSR,1462.7605827843333,1
function 14,10,0.0,0.8,MSR,1428.7934320246982,1
function 14,10,0.0,0.9,normal,1299511.3669679263,1
function 14,10,0.0,0.9,PSR,1446.4600695625768,1
function 14,10,0.0,0.9,MSR,1432.2480125989061,1
function 14,10,0.0,1.0,normal,79952.92833033913,1
function 14,10,0.0,1.0,PSR,1584.8542029302866,1
function 14,10,0.0,1.0,MSR,1590.0997050420665,1
function 14,10,0.1,0.0,normal,215129.5200235807,1
function 14,10,0.1,0.0,PSR,69721.71099240604,1
function 14,10,0.1,0.0,MSR,446215.2626532519,1
function 14,10,0.1,0.1,normal,15313.894357480243,1
function 14,10,0.1,0.1,PSR,3104.6256475256555,1
function 14,10,0.1,0.1,MSR,2188.3665505769604,1
function 14,10,0.1,0.2,normal,1545.8781391393147,1
function 14,10,0.1,0.2,PSR,2946.7203954671795,1
function 14,10,0.1,0.2,MSR,1705.311186855315,1
function 14,10,0.1,0.3,normal,1470.9928652199803,1
function 14,10,0.1,0.3,PSR,1483.285333207184,1
function 14,10,0.1,0.3,MSR,1537.9709836767179,1
function 14,10,0.1,0.4,normal,1460.573747749108,1
function 14,10,0.1,0.4,PSR,1440.4934449264263,1
function 14,10,0.1,0.4,MSR,1439.577915000015,1
function 14,10,0.1,0.5,normal,1423.7615629564107,1
function 14,10,0.1,0.5,PSR,1436.694492168449,1
function 14,10,0.1,0.5,MSR,1436.368550706778,1
function 14,10,0.1,0.6,normal,1431.4433491926477,1
function 14,10,0.1,0.6,PSR,1426.6427459027957,1
function 14,10,0.1,0.6,MSR,1432.2568368382351,1
function 14,10,0.1,0.7,normal,1428.9374667510026,1
function 14,10,0.1,0.7,PSR,1417.6192385212196,1
function 14,10,0.1,0.7,MSR,1426.939299925129,1
function 14,10,0.1,0.8,normal,1420.0877840210617,1
function 14,10,0.1,0.8,PSR,1414.0976624185973,1
function 14,10,0.1,0.8,MSR,1410.2474857682164,1
function 14,10,0.1,0.9,normal,1517.8288265891933,1
function 14,10,0.1,0.9,PSR,1476.5141801238294,1
function 14,10,0.1,0.9,MSR,1466.7448191273866,1
function 14,10,0.1,1.0,normal,1543.5610429892645,1
function 14,10,0.1,1.0,PSR,3248.8364210179107,1
function 14,10,0.1,1.0,MSR,2092.3795048681386,1
function 14,10,0.2,0.0,normal,196404.71048140238,1
function 14,10,0.2,0.0,PSR,188228.78988281343,1
function 14,10,0.2,0.0,MSR,7750.6343201022255,1
function 14,10,0.2,0.1,normal,2333.609815622541,1
function 14,10,0.2,0.1,PSR,1864.107265589505,1
function 14,10,0.2,0.1,MSR,13041.597900760664,1
function 14,10,0.2,0.2,normal,2575.6977611794127,1
function 14,10,0.2,0.2,PSR,1968.8015474407991,1
function 14,10,0.2,0.2,MSR,2530.025430410792,1
function 14,10,0.2,0.3,normal,1473.547139738869,1
function 14,10,0.2,0.3,PSR,1452.0602069107654,1
function 14,10,0.2,0.3,MSR,1464.1673155321275,1
function 14,10,0.2,0.4,normal,1455.2454414562117,1
function 14,10,0.2,0.4,PSR,1436.0966013025313,1
function 14,10,0.2,0.4,MSR,1428.5942735230844,1
function 14,10,0.2,0.5,normal,1442.730724833701,1
function 14,10,0.2,0.5,PSR,1442.113310417324,1
function 14,10,0.2,0.5,MSR,1436.4284217213471,1
function 14,10,0.2,0.6,normal,1437.6869538438386,1
function 14,10,0.2,0.6,PSR,1444.088962507102,1
function 14,10,0.2,0.6,MSR,1430.7511129134991,1
function 14,10,0.2,0.7,normal,1429.3937207710665,1
function 14,10,0.2,0.7,PSR,1432.1241324425505,1
function 14,10,0.2,0.7,MSR,1434.9852695905868,1
function 14,10,0.2,0.8,normal,1424.847310206471,1
function 14,10,0.2,0.8,PSR,1432.5385802145806,1
function 14,10,0.2,0.8,MSR,1429.030722850776,1
function 14,10,0.2,0.9,normal,1430.4012959165777,1
function 14,10,0.2,0.9,PSR,1437.5537251270155,1
function 14,10,0.2,0.9,MSR,1431.9706091909245,1
function 14,10,0.2,1.0,normal,1710.038517079978,1
function 14,10,0.2,1.0,PSR,1496.8081514536052,1
function 14,10,0.2,1.0,MSR,1572.7376433683935,1
function 14,10,0.3,0.0,normal,195556.22248149515,1
function 14,10,0.3,0.0,PSR,2373.762152988261,1
function 14,10,0.3,0.0,MSR,13758.85479650908,1
function 14,10,0.3,0.1,normal,6711.388606956477,1
function 14,10,0.3,0.1,PSR,3379.031245045507,1
function 14,10,0.3,0.1,MSR,10089.428073616493,1
function 14,10,0.3,0.2,normal,2222.447615316679,1
function 14,10,0.3,0.2,PSR,1632.5619156581456,1
function 14,10,0.3,0.2,MSR,2992.6651931428687,1
function 14,10,0.3,0.3,normal,1521.4369584084839,1
function 14,10,0.3,0.3,PSR,1563.7356615473666,1
function 14,10,0.3,0.3,MSR,1475.6927608918918,1
function 14,10,0.3,0.4,normal,1447.8568331149593,1
function 14,10,0.3,0.4,PSR,1422.6706288915466,1
function 14,10,0.3,0.4,MSR,1440.5633534354345,1
function 14,10,0.3,0.5,normal,1443.1473386718994,1
function 14,10,0.3,0.5,PSR,1435.31694941958,1
function 14,10,0.3,0.5,MSR,1431.3453979071294,1
function 14,10,0.3,0.6,normal,1447.181975017504,1
function 14,10,0.3,0.6,PSR,1430.4721684463157,1
function 14,10,0.3,0.6,MSR,1435.0797697118,1
function 14,10,0.3,0.7,normal,1434.912113065961,1
function 14,10,0.3,0.7,PSR,1422.101383772125,1
function 14,10,0.3,0.7,MSR,1437.7491150186304,1
function 14,10,0.3,0.8,normal,1433.772265517082,1
function 14,10,0.3,0.8,PSR,1427.7352776313862,1
function 14,10,0.3,0.8,MSR,1431.8978607116112,1
function 14,10,0.3,0.9,normal,1428.9477232815243,1
function 14,10,0.3,0.9,PSR,1431.804851140971,1
function 14,10,0.3,0.9,MSR,1500.2618131345944,1
function 14,10,0.3,1.0,normal,1426.8088090076772,1
function 14,10,0.3,1.0,PSR,1598.2246003643938,1
function 14,10,0.3,1.0,MSR,1704.1214552422557,1
function 14,10,0.4,0.0,normal,317423.6453766865,1
function 14,10,0.4,0.0,PSR,31563.31211519909,1
function 14,10,0.4,0.0,MSR,282329.6011971942,1
function 14,10,0.4,0.1,normal,2942.685259999903,1
function 14,10,0.4,0.1,PSR,5133.107437427747,1
function 14,10,0.4,0.1,MSR,9086.778690315572,1
function 14,10,0.4,0.2,normal,2590.6460908330964,1
function 14,10,0.4,0.2,PSR,1667.9267396214484,1
function 14,10,0.4,0.2,MSR,1621.4433282354523,1
function 14,10,0.4,0.3,normal,1492.8442174671607,1
function 14,10,0.4,0.3,PSR,1593.3062036896943,1
function 14,10,0.4,0.3,MSR,1563.3605547352408,1
function 14,10,0.4,0.4,normal,1463.8810947659786,1
function 14,10,0.4,0.4,PSR,1448.564833367793,1
function 14,10,0.4,0.4,MSR,1481.4471917159904,1
function 14,10,0.4,0.5,normal,1435.904177114265,1
function 14,10,0.4,0.5,PSR,1434.704622102834,1
function 14,10,0.4,0.5,MSR,1438.9821858938521,1
function 14,10,0.4,0.6,normal,1445.1093780056071,1
function 14,10,0.4,0.6,PSR,1433.635076440026,1
function 14,10,0.4,0.6,MSR,1431.6529085630748,1
function 14,10,0.4,0.7,normal,1440.4088041539626,1
function 14,10,0.4,0.7,PSR,1434.9520010291408,1
function 14,10,0.4,0.7,MSR,1422.965886769111,1
function 14,10,0.4,0.8,normal,1435.5769841924196,1
function 14,10,0.4,0.8,PSR,1431.6750881505127,1
function 14,10,0.4,0.8,MSR,1429.6371927209564,1
function 14,10,0.4,0.9,normal,1433.3800977899054,1
function 14,10,0.4,0.9,PSR,1427.5495449845253,1
function 14,10,0.4,0.9,MSR,1456.779360539224,1
function 14,10,0.4,1.0,normal,1432.797842687774,1
function 14,10,0.4,1.0,PSR,1519.058927059462,1
function 14,10,0.4,1.0,MSR,1596.6122203285279,1
function 14,10,0.5,0.0,normal,40591.54170844821,1
function 14,10,0.5,0.0,PSR,149176.9309157352,1
function 14,10,0.5,0.0,MSR,136039.06585871056,1
function 14,10,0.5,0.1,normal,4014.667563835946,1
function 14,10,0.5,0.1,PSR,3444.0481141219625,1
function 14,10,0.5,0.1,MSR,6983.1242841474905,1
function 14,10,0.5,0.2,normal,1504.4497881846928,1
function 14,10,0.5,0.2,PSR,1493.2595387352858,1
function 14,10,0.5,0.2,MSR,1943.526122611141,1
function 14,10,0.5,0.3,normal,1743.2301299439764,1
function 14,10,0.5,0.3,PSR,1699.9816903865778,1
function 14,10,0.5,0.3,MSR,1454.4120478911047,1
function 14,10,0.5,0.4,normal,1451.4936422371952,1
function 14,10,0.5,0.4,PSR,1470.1711537990413,1
function 14,10,0.5,0.4,MSR,1458.0949143272464,1
function 14,10,0.5,0.5,normal,1459.4208743886982,1
function 14,10,0.5,0.5,PSR,1430.612097682667,1
function 14,10,0.5,0.5,MSR,1440.6470329891913,1
function 14,10,0.5,0.6,normal,1440.5653910749515,1
function 14,10,0.5,0.6,PSR,1435.633615056933,1
function 14,10,0.5,0.6,MSR,1430.222946547904,1
function 14,10,0.5,0.7,normal,1450.1004225468473,1
function 14,10,0.5,0.7,PSR,1430.6197986586078,1
function 14,10,0.5,0.7,MSR,1430.2708189881841,1
function 14,10,0.5,0.8,normal,1441.7595513062813,1
function 14,10,0.5,0.8,PSR,1426.9302921031278,1
function 14,10,0.5,0.8,MSR,1428.5595262739396,1
function 14,10,0.5,0.9,normal,1441.69453102563,1
function 14,10,0.5,0.9,PSR,1473.5568736938217,1
function 14,10,0.5,0.9,MSR,1585.001104599128,1
function 14,10,0.5,1.0,normal,1437.5418358809973,1
function 14,10,0.5,1.0,PSR,1538.1460798184926,1
function 14,10,0.5,1.0,MSR,1564.4113077741463,1
function 14,10,0.6,0.0,normal,79553.44621013443,1
function 14,10,0.6,0.0,PSR,10500.449797202857,1
function 14,10,0.6,0.0,MSR,598811.41955559,1
function 14,10,0.6,0.1,normal,3443.017874664316,1
function 14,10,0.6,0.1,PSR,4617.854142138436,1
function 14,10,0.6,0.1,MSR,2023.2777760044937,1
function 14,10,0.6,0.2,normal,3503.570036291879,1
function 14,10,0.6,0.2,PSR,1695.7474867911358,1
function 14,10,0.6,0.2,MSR,2641.777295854652,1
function 14,10,0.6,0.3,normal,1715.1660666734674,1
function 14,10,0.6,0.3,PSR,1447.168982984061,1
function 14,10,0.6,0.3,MSR,1552.7212305518085,1
function 14,10,0.6,0.4,normal,1541.4161910044845,1
function 14,10,0.6,0.4,PSR,1439.0403086392155,1
function 14,10,0.6,0.4,MSR,1435.5936398604729,1
function 14,10,0.6,0.5,normal,1487.3510398896926,1
function 14,10,0.6,0.5,PSR,1430.3750311475858,1
function 14,10,0.6,0.5,MSR,1524.2335214090742,1
function 14,10,0.6,0.6,normal,1459.5621192302947,1
function 14,10,0.6,0.6,PSR,1437.999476665869,1
function 14,10,0.6,0.6,MSR,1438.3638035499364,1
function 14,10,0.6,0.7,normal,1461.357899831473,1
function 14,10,0.6,0.7,PSR,1447.9026723867494,1
function 14,10,0.6,0.7,MSR,2043.6930483362396,1
function 14,10,0.6,0.8,normal,1452.41950123792,1
function 14,10,0.6,0.8,PSR,1437.6245588846857,1
function 14,10,0.6,0.8,MSR,1422.3826352054277,1
function 14,10,0.6,0.9,normal,1439.4064777736385,1
function 14,10,0.6,0.9,PSR,1410.4801995974456,1
function 14,10,0.6,0.9,MSR,1428.0553367389793,1
function 14,10,0.6,1.0,normal,1435.2939009507493,1
function 14,10,0.6,1.0,PSR,1579.212394718,1
function 14,10,0.6,1.0,MSR,1491.4827540990082,1
function 14,10,0.7,0.0,normal,370676.14390099375,1
function 14,10,0.7,0.0,PSR,891621.6083264537,1
function 14,10,0.7,0.0,MSR,877089.319907828,1
function 14,10,0.7,0.1,normal,11010.01803516951,1
function 14,10,0.7,0.1,PSR,1593.6180707679894,1
function 14,10,0.7,0.1,MSR,10094.107406790297,1
function 14,10,0.7,0.2,normal,2875.5939818837296,1
function 14,10,0.7,0.2,PSR,1637.0971448803184,1
function 14,10,0.7,0.2,MSR,1817.5856793867335,1
function 14,10,0.7,0.3,normal,1472.32036489466,1
function 14,10,0.7,0.3,PSR,4227.737749825268,1
function 14,10,0.7,0.3,MSR,1449.0488902434338,1
function 14,10,0.7,0.4,normal,1625.0615142997412,1
function 14,10,0.7,0.4,PSR,1436.4979242949253,1
function 14,10,0.7,0.4,MSR,1440.1033699195498,1
function 14,10,0.7,0.5,normal,1512.7363754230767,1
function 14,10,0.7,0.5,PSR,1435.0669893462366,1
function 14,10,0.7,0.5,MSR,1554.3564602039246,1
function 14,10,0.7,0.6,normal,1487.5264246968736,1
function 14,10,0.7,0.6,PSR,1444.8082956947596,1
function 14,10,0.7,0.6,MSR,1432.7332065379803,1
function 14,10,0.7,0.7,normal,1478.7347968311424,1
function 14,10,0.7,0.7,PSR,1433.7247516602627,1
function 14,10,0.7,0.7,MSR,1436.09066724126,1
function 14,10,0.7,0.8,normal,1446.5922340581087,1
function 14,10,0.7,0.8,PSR,1430.396806001893,1
function 14,10,0.7,0.8,MSR,1427.211681542487,1
function 14,10,0.7,0.9,normal,1455.6062426487229,1
function 14,10,0.7,0.9,PSR,1429.929626105069,1
function 14,10,0.7,0.9,MSR,1439.4808017671567,1
function 14,10,0.7,1.0,normal,1451.670471427563,1
function 14,10,0.7,1.0,PSR,1491.43899404238,1
function 14,10,0.7,1.0,MSR,1513.396233737465,1
function 14,10,0.8,0.0,normal,7588.056371636431,1
function 14,10,0.8,0.0,PSR,303417.3716694644,1
function 14,10,0.8,0.0,MSR,47490.16937449097,1
function 14,10,0.8,0.1,normal,1843.2273657433843,1
function 14,10,0.8,0.1,PSR,5580.734626615101,1
function 14,10,0.8,0.1,MSR,2332.2026716626297,1
function 14,10,0.8,0.2,normal,2299.1423018956666,1
function 14,10,0.8,0.2,PSR,1535.823720135315,1
function 14,10,0.8,0.2,MSR,1500.7247002404695,1
function 14,10,0.8,0.3,normal,1974.3391244050722,1
function 14,10,0.8,0.3,PSR,1455.2028038038563,1
function 14,10,0.8,0.3,MSR,1451.0471806646785,1
function 14,10,0.8,0.4,normal,1510.1793606281447,1
function 14,10,0.8,0.4,PSR,1432.6190008650428,1
function 14,10,0.8,0.4,MSR,1459.666817444487,1
function 14,10,0.8,0.5,normal,1520.3983075665326,1
function 14,10,0.8,0.5,PSR,1431.708238668421,1
function 14,10,0.8,0.5,MSR,1430.5760195729663,1
function 14,10,0.8,0.6,normal,1505.682134080818,1
function 14,10,0.8,0.6,PSR,1429.5115650972784,1
function 14,10,0.8,0.6,MSR,1434.4852611657586,1
function 14,10,0.8,0.7,normal,1473.5210062739457,1
function 14,10,0.8,0.7,PSR,1422.172113580723,1
function 14,10,0.8,0.7,MSR,1428.1965501678735,1
function 14,10,0.8,0.8,normal,1469.0898632456237,1
function 14,10,0.8,0.8,PSR,1429.0263401361804,1
function 14,10,0.8,0.8,MSR,1408.2497651145416,1
function 14,10,0.8,0.9,normal,1459.3219013399575,1
function 14,10,0.8,0.9,PSR,1443.473541854454,1
function 14,10,0.8,0.9,MSR,1430.6279954580832,1
function 14,10,0.8,1.0,normal,1455.9956721033473,1
function 14,10,0.8,1.0,PSR,1457.2915133453932,1
function 14,10,0.8,1.0,MSR,1623.1319542884937,1
function 14,10,0.9,0.0,normal,10121.78698874531,1
function 14,10,0.9,0.0,PSR,141174.39998202148,1
function 14,10,0.9,0.0,MSR,181684.62907071336,1
function 14,10,0.9,0.1,normal,27162.444643131726,1
function 14,10,0.9,0.1,PSR,8831.428743014903,1
function 14,10,0.9,0.1,MSR,1941.7242949419494,1
function 14,10,0.9,0.2,normal,2336.955851572238,1
function 14,10,0.9,0.2,PSR,3983.3072164510486,1
function 14,10,0.9,0.2,MSR,1511.2307036716486,1
function 14,10,0.9,0.3,normal,2435.7286977831977,1
function 14,10,0.9,0.3,PSR,1438.617690848162,1
function 14,10,0.9,0.3,MSR,1686.2748766924774,1
function 14,10,0.9,0.4,normal,1517.6892959078993,1
function 14,10,0.9,0.4,PSR,1474.3805419293199,1
function 14,10,0.9,0.4,MSR,1452.6518421369503,1
function 14,10,0.9,0.5,normal,1580.7569412598064,1
function 14,10,0.9,0.5,PSR,1433.4747882053564,1
